experiment,gt1_x,gt1_y,gt1_z,track1_x,track1_y,track1_z,track1_id,track1_conf,gt2_x,gt2_y,gt2_z,track2_x,track2_y,track2_z,track2_id,track2_conf,unmatched_trks
mocap_cam_3,-0.23177799833392448,-2.382410788160712,0.9590430255014275,,,,,,0.13769494470793714,1.546668465837009,0.9617876176947883,0.04042941758243357,1.589606729393141,1.2509798975944513,0,0.98828125,0
mocap_cam_3,-0.23177799833392448,-2.382410788160712,0.9590430255014275,,,,,,0.13769494470793714,1.546668465837009,0.9617876176947883,0.039592818211722725,1.591055761257856,1.249306729371764,0,0.9997769463807344,0
mocap_cam_3,-0.24657028690691693,-2.37370328476261,0.9554169189676429,,,,,,0.13842696274172472,1.5453759511349277,0.961648375658568,0.039872509721479134,1.590571321603565,1.2476237379532773,0,0.9999978217419994,0
mocap_cam_3,-0.25988972054032955,-2.365448989704063,0.9518385260714498,-0.13333399153918846,-2.6673784199046486,0.702579176092149,1,0.9707307815551758,0.13964745604337447,1.5442618912506973,0.9611462770404582,0.03987250899871924,1.5905713228554212,1.247627633584857,0,0.9499978217419993,0
mocap_cam_3,-0.31066716631266694,-2.3352039018498365,0.9409266486068243,-0.13333399153918846,-2.667378419904649,0.702579176092149,1,0.9207307815551757,0.1467522955041421,1.5394297089007745,0.9591775524018271,0.04002101926862351,1.5903140956558042,1.2467163138209438,0,0.9991698857125136,0
mocap_cam_3,-0.31066716631266694,-2.3352039018498365,0.9409266486068243,-0.13333399153918846,-2.667378419904649,0.702579176092149,1,0.8707307815551757,0.1467522955041421,1.5394297089007745,0.9591775524018271,0.04011613815604494,1.5901493449954103,1.246142566820807,0,0.9999862188057742,0
mocap_cam_3,-0.31066716631266694,-2.3352039018498365,0.9409266486068243,-0.14595255189807246,-2.6606294560946617,0.7031314250155627,1,0.9960902748167427,0.1467522955041421,1.5394297089007745,0.9591775524018271,0.04011377069709615,1.5901534455524695,1.2461604122864447,0,0.9499862188057742,0
mocap_cam_3,-0.3228439697487071,-2.3280887011626357,0.9393109361192136,-0.15086061134481923,-2.659487505417231,0.7033175925541005,1,0.9998778798135439,0.1486307897437176,1.5373914330790428,0.959363295081792,0.040122737960138634,1.5901379138053242,1.2460928187239178,0,0.8999862188057741,0
mocap_cam_3,-0.3504118501719193,-2.3121222969122246,0.9370128354363589,-0.15885513094181647,-2.653705423818929,0.7267303227231793,1,0.9999974967758583,0.15165813640986353,1.5321596089026208,0.9603297462094976,0.040131709274019586,1.5901223750419247,1.2460251946269238,0,0.8499862188057741,0
mocap_cam_3,-0.3504118501719193,-2.3121222969122246,0.9370128354363589,-0.15861484041588989,-2.6538513716402257,0.7262510729440667,1,0.9499974967758582,0.15165813640986353,1.5321596089026208,0.9603297462094976,0.04052535587415813,1.589440559483598,1.245715425496785,0,0.998022279251834,0
mocap_cam_3,-0.391292077968298,-2.2867691969401176,0.9369501359035637,-0.15992088878410865,-2.653058103103671,0.728855933828888,1,0.8999974967758582,0.15406063692921432,1.523592264834597,0.9610543264162281,0.048310399850078525,1.5921134375145443,1.244648060011214,0,0.9999488432694889,0
mocap_cam_3,-0.46106803614264347,-2.239613294421396,0.9497179670127774,-0.18494609319533448,-2.6291417000771653,0.7483338036534829,1,0.9984862902344002,0.15755205648281995,1.5068506122515832,0.9617484907074944,0.04899240211784046,1.5923171790640094,1.244519998806925,0,0.9499488432694888,0
mocap_cam_3,-0.4783147647907712,-2.22936253015439,0.952283699077822,-0.18560891256513587,-2.628536324990155,0.7489477248601724,1,0.9484862902344001,0.1584275191294419,1.5028723509130324,0.9620089188073871,0.047148854433443715,1.5907300476121886,1.2444237244758163,0,0.9990224383451072,0
mocap_cam_3,-0.4959920904372871,-2.2197782099019294,0.9552405936783207,-0.20666162036330052,-2.6070731813156596,0.7626835379602297,1,0.9993208641778949,0.15963462367306847,1.4984307512285582,0.9620431646806861,0.047652866428742724,1.5907920257545647,1.2442912650286777,0,0.9490224383451071,0
mocap_cam_3,-0.4959920904372871,-2.2197782099019294,0.9552405936783207,-0.20782415970600232,-2.6059531507895684,0.7636101085046946,1,0.9493208641778949,0.15963462367306847,1.4984307512285582,0.9620431646806861,0.047637008335162434,1.5873596707273285,1.246065506549592,0,0.9988804223371978,0
mocap_cam_3,-0.4959920904372871,-2.2197782099019294,0.9552405936783207,-0.22289584345820151,-2.5905750753441112,0.7743515981256409,1,0.9996535605949661,0.15963462367306847,1.4984307512285582,0.9620431646806861,0.048123306527375134,1.5871172004959004,1.2460936725170273,0,0.9488804223371977,0
mocap_cam_3,-0.5291759803299354,-2.2011032310539265,0.9625959589071491,-0.23588132756809504,-2.5778465974834415,0.7843784804271761,1,0.9496535605949661,0.1624997068239006,1.4900017529711673,0.9625534575566034,0.04931404409154842,1.5823025258988046,1.2479203670039385,0,0.9986278179238453,0
mocap_cam_3,-0.5373056686100043,-2.196406182874612,0.9644353930369888,-0.27751112112432863,-2.5340015877603284,0.793268719772428,1,0.9994102787443329,0.1633792141657308,1.4877356697403674,0.962916556470469,0.049775688162819486,1.581701120917114,1.2481016943943992,0,0.9486278179238452,0
mocap_cam_3,-0.6452080568156651,-2.1284065314818745,0.9903938776815354,-0.31675689658336315,-2.4924231495897002,0.798110698685933,1,0.999991657047303,0.17473336338793297,1.4574811504392924,0.9683847671992526,0.05039939010524817,1.5808885956869423,1.248346675869704,0,0.8986278179238452,0
mocap_cam_3,-0.6452080568156651,-2.1284065314818745,0.9903938776815354,-0.306664837824194,-2.5028256614638984,0.7943686416445486,1,0.9499916570473029,0.17605606239995278,1.4542957954301121,0.9688088288928178,0.04957273060697453,1.5794920578599987,1.249051994897051,0,0.9976252254261359,0
mocap_cam_3,-0.6452080568156651,-2.1284065314818745,0.9903938776815354,-0.3203414761293479,-2.488728300780262,0.7994398329538315,1,0.8999916570473029,0.17605606239995278,1.4542957954301121,0.9688088288928178,0.050714272409702,1.5758586011544864,1.250802136661985,0,0.9999293009396817,0
